taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen
Trillium nivale Riddell,Trillium nivale,White,"mar, apr",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Trillium recurvatum L.C.Beck,Trillium recurvatum,Maroon,"mar, may",Melanthiaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Trillium sessile L.,Trillium sessile,Maroon,apr,Melanthiaceae,red,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Trillium undulatum Willd.,Trillium undulatum,"White, crimson","apr, jun",Melanthiaceae,red,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Triosteum aurantiacum E.P.Bicknell,Triosteum aurantiacum,Dull purplish-red,"may, jun",Caprifoliaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Triosteum perfoliatum L.,Triosteum perfoliatum,"Purplish brown, green","may,jun",Caprifoliaceae,green,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Triphora trianthophora (Sw.) Rydb.,Triphora trianthophora,"Pale pink, whitish","July, October",Orchidaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum,White,"jul,sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Trollius laxus Salisb.,Trollius laxus,Greenish yellow,"mar, aug",Ranunculaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Tussilago farfara L.,Tussilago farfara,Yellow,"mar,apr",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Typha angustifolia L.,Typha angustifolia,Brownish,"may,aug",Typhaceae,brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Typha latifolia L.,Typha latifolia,Brownish,"apr,jun",Typhaceae,brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Urtica dioica L.,Urtica dioica,Greenish,"jun,aug",Urticaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Urtica gracilis Aiton,Urtica procera,Greenish,"jun,aug",Urticaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Utricularia cornuta Michx.,Utricularia cornuta,Yellow,"June, September",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Utricularia gibba L.,Utricularia gibba,Yellow,"May, August",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,TRUE
Utricularia inflata Walter,Utricularia inflata,Yellow,"May, November",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,TRUE
Utricularia intermedia Hayne,Utricularia intermedia,Yellow,"July, August",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Utricularia purpurea Walter,Utricularia purpurea,Purple,"July, September",Lentibulariaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,TRUE
Utricularia vulgaris L.,Utricularia vulgaris,Yellow,"June, August",Lentibulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,FALSE
Uvularia grandiflora Sm.,Uvularia grandiflora,Orange-yellow,"mar,jun",Colchicaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Uvularia perfoliata L.,Uvularia perfoliata,Pale yellow,"mar,jun",Colchicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Uvularia sessilifolia L.,Uvularia sessilifolia,Pale yellow,"apr,may",Colchicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Vaccinium macrocarpon Aiton,Vaccinium macrocarpon,Pale pink,"jun, aug",Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Vaccinium oxycoccos L.,Vaccinium oxycoccos,Pale pink,jun,Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,Pink,"may,jul",Ericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Valeriana officinalis L.,Valeriana officinalis,Pale pink,"jul,oct",Valerianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Valeriana uliginosa (Torr. & A.Gray) Rydb.,Valeriana uliginosa,"Pale pink, white","may,jun",Valerianaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Valerianella locusta (L.) Laterr.,Valerianella olitoria,"Bluish, whitish","apr,may",Valerianaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Veratrum viride Aiton,Veratrum viride,White,"may,jul",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Verbascum blattaria L.,Verbascum blattaria,"Yellow, white","jun, sep",Scrophulariaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Verbascum thapsus L.,Verbascum thapsus,Yellow,"jun, sep",Scrophulariaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Verbena hastata L.,Verbena hastata,Violet blue,"jun,sep",Verbenaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Verbena simplex Lehm.,Verbena simplex,Purple,"jun,aug",Verbenaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Verbena stricta Vent.,Verbena stricta,"Purple, pink","jun,sep",Verbenaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Verbena urticifolia L.,Verbena urticifolia,White,"jul,sep",Verbenaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Vernonia gigantea (Walter) Trel. ex Trel.,Vernonia altissima,Purple,"jun, oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Vernonia noveboracensis (L.) Michx.,Vernonia noveboracensis,Purple,"aug, oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Veronica americana (Raf.) Schwein. ex Benth.,Veronica americana,"Blue, violet",jun,Plantaginaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Veronica anagallis-aquatica L.,Veronica anagallis-aquatica,"Blue, violet","mar, sep",Plantaginaceae,blue,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,FALSE
Veronica arvensis L.,Veronica arvensis,"Blue, whitish","may, sep",Plantaginaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Veronica chamaedrys L.,Veronica chamaedrys,Deep blue,"mar,jul",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Veronica officinalis L.,Veronica officinalis,"Lilac, lavender","jun, aug",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Veronica peregrina L.,Veronica peregrina,Whitish,"may, oct",Plantaginaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Veronica persica Poir.,Veronica persica,Blue,"apr, jul",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE
Veronica scutellata L.,Veronica scutellata,Blue,"may, aug",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Veronica serpyllifolia L.,Veronica serpyllifolia,"White, pale-blue","apr, jul",Plantaginaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Veronicastrum virginicum (L.) Farw.,Veronicastrum virginicum,White,"jun, aug",Plantaginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Vinca minor L.,Vinca minor,Blue-violet,"may,jun",Apocynaceae,blue,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Viola adunca Sm.,Viola adunca,Violet,"April, August",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Viola affinis J.LeConte,Viola affinis,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola blanda Willd.,Viola blanda,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola brittoniana (Britton) Pollard,Viola brittoniana,Violet,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola canadensis L.,Viola canadensis,White,"May, July",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Viola labradorica Schrank,Viola conspersa,Pale violet,"may,jun",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola cucullata Aiton,Viola cucullata,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Viola sagittata Aiton,Viola fimbriatula,Violet-purple,"may,jul",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola hastata Michx.,Viola hastata,Yellow,"April, May",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Viola hirsutula Brainerd,Viola hirsutula,Reddish purple,"March, June",Violaceae,red,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Viola incognita Brainerd,Viola incognita,White,"apr,jun",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Viola kitaibeliana Schult.,Viola kitaibeliana,"Bluish white, cream","March, April",Violaceae,blue,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,FALSE
Viola lanceolata L.,Viola lanceolata,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TRUE
Viola latiuscula Greene,Viola latiuscula,Purple,"may,jun",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
Viola macloskeyi F.E.Lloyd,Viola macloskeyi,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Viola novae-angliae House,Viola novae-angliae,Purple,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Viola palustris L.,Viola palustris,Light violet,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Viola papilionacea Pursh,Viola papilionacea,Purple,"jul, oct",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Viola pedata L.,Viola pedata,Lilac-purple,"March, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola pedatifida G.Don,Viola pedatifida,Violet,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Viola primulifolia L.,Viola primulifolia,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE
Viola pubescens Aiton,Viola pubescens,Yellow,"May, June",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Viola renifolia A.Gray,Viola renifolia,White,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Viola rostrata Pursh,Viola rostrata,Pale lilac,"April, June",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola rotundifolia Michx.,Viola rotundifolia,Yellow,"April, May",Violaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola selkirkii Pursh ex Goldie,Viola selkirkii,Pale violet,"May, July",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola sororia Willd.,Viola sororia,Purple,"March, May",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Viola striata Aiton,Viola striata,Cream,"April, June",Violaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Viola triloba Schwein.,Viola triloba,Violet,"mar,may",Violaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Geum fragarioides (Michx.) Smedmark,Waldsteinia fragarioides,Yellow,"may,jun",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Xanthium strumarium L.,Xanthium echinatum,Greenish,"jul,oct",Asteraceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Xerophyllum asphodeloides (L.) Nutt.,Xerophyllum asphodeloides,White,"mar,jul",Melanthiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Xyris caroliniana Walter,Xyris caroliniana,Yellow,"jun, sep",Xyridaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Xyris torta Sm.,Xyris torta,Yellow,"mar, nov",Xyridaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Yucca filamentosa L.,Yucca filamentosa,Greenish yellow,"apr,aug",Agavaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Zizia aptera (A.Gray) Fernald,Zizia aptera,Yellow,"may, jul",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Zizia aurea W.D.J.Koch,Zizia aurea,Yellow,"may, jul",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
